title,employer,location,city,state,salary_min,salary_max,job_type,source,url,posted_date,status,first_seen
Vice President of Delivery,Verndale,"Boston, Suffolk County",Boston,Suffolk County,222549.81,222549.81,,adzuna,https://www.adzuna.com/details/5548064490?utm_medium=api&utm_source=516145e7,2025-12-18T21:28:57Z,active,2026-01-08 21:06:08
"1st and 2nd Shift Repair Operator - Wilmington, MA",CHEP,"South Boston, Suffolk County",South Boston,Suffolk County,88913.91,88913.91,,adzuna,https://www.adzuna.com/details/5512339545?utm_medium=api&utm_source=516145e7,2025-11-25T06:02:18Z,active,2026-01-08 21:06:08
Senior Staff Accountant,Symbotic,"Stoneham, Middlesex County",Stoneham,Middlesex County,125256.65,125256.65,,adzuna,https://www.adzuna.com/details/5570739352?utm_medium=api&utm_source=516145e7,2026-01-06T19:46:03Z,active,2026-01-08 21:06:08
Program Analyst,Department of Homeland Security - Agency Wide,Anywhere in the U.S. (remote job),,,105383.0,195200.0,,usajobs,https://www.usajobs.gov:443/job/845755400,2025-09-11T00:00:00.0000,active,2026-01-08 21:06:08
Management and Program Analyst,Department of Homeland Security - Agency Wide,Anywhere in the U.S. (remote job),,,105383.0,195200.0,,usajobs,https://www.usajobs.gov:443/job/845758100,2025-09-11T00:00:00.0000,active,2026-01-08 21:06:08
Business Interface Representative,Department of Homeland Security - Agency Wide,Anywhere in the U.S. (remote job),,,105383.0,195200.0,,usajobs,https://www.usajobs.gov:443/job/845811300,2025-09-12T00:00:00.0000,active,2026-01-08 21:06:08
Program Analyst,Department of Homeland Security - Agency Wide,Anywhere in the U.S. (remote job),,,88621.0,195200.0,,usajobs,https://www.usajobs.gov:443/job/846636800,2025-09-23T00:00:00.0000,active,2026-01-08 21:06:08
Homeland Defender (Immigration Services Officer),Citizenship and Immigration Services,Anywhere in the U.S. (remote job),,,50420.0,81198.0,,usajobs,https://www.usajobs.gov:443/job/847039500,2025-09-30T00:00:00.0000,active,2026-01-08 21:06:08
Homeland Defender (Immigration Services Officer),Citizenship and Immigration Services,Anywhere in the U.S. (remote job),,,50420.0,81198.0,,usajobs,https://www.usajobs.gov:443/job/847041700,2025-09-30T00:00:00.0000,active,2026-01-08 21:06:08
Physician (Diagnostic Radiologist),Veterans Health Administration,Anywhere in the U.S. (remote job),,,350000.0,400000.0,,usajobs,https://www.usajobs.gov:443/job/848120000,2025-10-16T00:00:00.0000,active,2026-01-08 21:06:08
Staff Physician (Radiologist) - Recruitment/Relocation Incentive/EDRP Authorized,Veterans Health Administration,Anywhere in the U.S. (remote job),,,355180.0,400000.0,,usajobs,https://www.usajobs.gov:443/job/849793100,2025-11-07T00:00:00.0000,active,2026-01-08 21:06:08
Physician (Psychiatry - Chief) EDRP Authorized,Veterans Health Administration,Anywhere in the U.S. (remote job),,,145000.0,320000.0,,usajobs,https://www.usajobs.gov:443/job/852884700,2025-12-17T00:00:00.0000,active,2026-01-08 21:06:08
Immigration Judge,Executive Office for Immigration Review,Anywhere in the U.S. (remote job),,,159951.0,207500.0,"Full-Time, Intermittent",usajobs,https://www.usajobs.gov:443/job/853385500,2025-12-30T17:33:50.3200,active,2026-01-08 21:06:08
Management Analyst,Veterans Health Administration,Anywhere in the U.S. (remote job),,,74678.0,121371.0,,usajobs,https://www.usajobs.gov:443/job/853451100,2026-01-05T00:00:00.0000,active,2026-01-08 21:06:08
Supervisory Program Analyst,Veterans Health Administration,Anywhere in the U.S. (remote job),,,106437.0,172980.0,,usajobs,https://www.usajobs.gov:443/job/853483000,2026-01-05T00:00:00.0000,active,2026-01-08 21:06:08
Physician (Chief of Radiology/Imaging),Veterans Health Administration,Anywhere in the U.S. (remote job),,,275000.0,400000.0,,usajobs,https://www.usajobs.gov:443/job/853506200,2026-01-02T17:27:37.7300,active,2026-01-08 21:06:08
2026 Summer Library of Congress Intern (Remote),Library of Congress,Anywhere in the U.S. (remote job),,,17.47,19.24,"40 hours per week. Interns must be able to work the majority of their schedule between 6:30 am - 6:00 pm Eastern Time, Monday through Friday and attend mandatory orientation on June 1, 2026.",usajobs,https://www.usajobs.gov:443/job/853565600,2026-01-05T00:00:00.0000,active,2026-01-08 21:06:08
Medical Records Technician (Coder - Inpatient),Veterans Health Administration,Anywhere in the U.S. (remote job),,,36409.0,72644.0,,usajobs,https://www.usajobs.gov:443/job/853642000,2026-01-06T10:46:15.1770,active,2026-01-08 21:06:08
AI Operations Specialist,Library of Congress,Anywhere in the U.S. (remote job),,,143913.0,187093.0,"Compflex.
Flextime.",usajobs,https://www.usajobs.gov:443/job/853660100,2026-01-06T00:00:00.0000,active,2026-01-08 21:06:08
Supervisory Program Analyst,Veterans Health Administration,Anywhere in the U.S. (remote job),,,106437.0,172980.0,,usajobs,https://www.usajobs.gov:443/job/853718700,2026-01-06T16:15:46.2400,active,2026-01-08 21:06:08
Medical Records Technician (Coder - Inpatient),Veterans Health Administration,Anywhere in the U.S. (remote job),,,36049.0,71932.0,Schedule is Eastern Standard Time,usajobs,https://www.usajobs.gov:443/job/853769900,2026-01-07T00:00:00.0000,active,2026-01-08 21:06:08
"Physician (VISN 22 Clinical Resource Hub, Tele-Endocrinology)",Veterans Health Administration,Anywhere in the U.S. (remote job),,,123077.0,315000.0,,usajobs,https://www.usajobs.gov:443/job/853771100,2026-01-08T00:00:00.0000,active,2026-01-08 21:06:08
Lead Medical Records Technician (Coder),Veterans Health Administration,Anywhere in the U.S. (remote job),,,61722.0,80243.0,,usajobs,https://www.usajobs.gov:443/job/853791200,2026-01-07T12:10:05.7230,active,2026-01-08 21:06:08
Program Analyst,Veterans Health Administration,Anywhere in the U.S. (remote job),,,74678.0,121371.0,,usajobs,https://www.usajobs.gov:443/job/853823600,2026-01-08T00:00:00.0000,active,2026-01-08 21:06:08
Program Analyst,Administrative Office of the U.S. Courts,Anywhere in the U.S. (remote job),,,88623.0,195200.0,,usajobs,https://www.usajobs.gov:443/job/853836700,2026-01-08T00:00:00.0000,active,2026-01-08 21:06:08
Medical Records Technician (Cancer Registrar),Veterans Health Administration,Anywhere in the U.S. (remote job),,,65202.0,84769.0,,usajobs,https://www.usajobs.gov:443/job/853848800,2026-01-07T16:34:00.5970,active,2026-01-08 21:06:08
Supervisory Social Science Program Specialist,Veterans Health Administration,Anywhere in the U.S. (remote job),,,105383.0,171268.0,,usajobs,https://www.usajobs.gov:443/job/853902700,2026-01-08T10:48:27.6630,active,2026-01-08 21:06:08
Medical Records Adminstrator Specialist,Veterans Health Administration,Anywhere in the U.S. (remote job),,,40736.0,97087.0,,usajobs,https://www.usajobs.gov:443/job/853946500,2026-01-08T13:56:11.7270,active,2026-01-08 21:06:08
Physician (Psychiatrist),Veterans Health Administration,Anywhere in the U.S. (remote job),,,220000.0,300000.0,,usajobs,https://www.usajobs.gov:443/job/853970200,2026-01-08T15:15:13.3370,active,2026-01-08 21:06:08
PUBLIC NOTICE- DEA Criminal Investigators,Drug Enforcement Administration,DEA - US Locations,,,48854.0,82938.0,,usajobs,https://www.usajobs.gov:443/job/833745400,2025-03-17T00:00:00.0000,active,2026-01-08 21:06:08
Physician (Physical Medicine & Rehab),Veterans Health Administration,"Boston, Massachusetts",,,240000.0,289900.0,20 Hours,usajobs,https://www.usajobs.gov:443/job/840656400,2025-12-17T09:51:41.3630,active,2026-01-08 21:06:08
Physician - Geriatrics,Veterans Health Administration,"Jamaica Plain, Massachusetts",,,210000.0,250000.0,,usajobs,https://www.usajobs.gov:443/job/843302400,2025-12-18T13:55:20.0930,active,2026-01-08 21:06:08
Intelligence Research Specialist,Department of Homeland Security - Agency Wide,Multiple Locations,,,91430.0,161448.0,,usajobs,https://www.usajobs.gov:443/job/845309600,2025-09-08T00:00:00.0000,active,2026-01-08 21:06:08
Technical Operations (AJW) Airway Transportation Systems Specialist Employee Requested Reassignment,Federal Aviation Administration,FAA Tech Ops 2101 ERR Duty Locations Throughout the Nation,,,46366.0,146571.0,,usajobs,https://www.usajobs.gov:443/job/846713900,2025-09-29T00:00:00.0000,active,2026-01-08 21:06:08
Student Trainee,Air Force Civilian Career Training,Multiple Locations,,,36825.0,52426.0,,usajobs,https://www.usajobs.gov:443/job/846866000,2025-09-29T00:00:00.0000,active,2026-01-08 21:06:08
Physician (Anesthesiology),Veterans Health Administration,"West Roxbury, Massachusetts",,,375000.0,400000.0,,usajobs,https://www.usajobs.gov:443/job/846890900,2025-09-30T00:00:00.0000,active,2026-01-08 21:06:08
Physician - Staff Radiologist,Veterans Health Administration,"Jamaica Plain, Massachusetts",,,320000.0,400000.0,,usajobs,https://www.usajobs.gov:443/job/846904600,2025-09-30T00:00:00.0000,active,2026-01-08 21:06:08
Volunteer Force (DOW Detail),Federal Emergency Management Agency,Location Negotiable After Selection,,,25684.0,191900.0,,usajobs,https://www.usajobs.gov:443/job/846915600,2025-09-29T14:18:01.4670,active,2026-01-08 21:06:08
Physician - Pathologist,Veterans Health Administration,"West Roxbury, Massachusetts",,,240000.0,260000.0,,usajobs,https://www.usajobs.gov:443/job/846924800,2025-09-30T00:00:00.0000,active,2026-01-08 21:06:08
Physician - Otolaryngology,Veterans Health Administration,"Jamaica Plain, Massachusetts",,,300000.0,375000.0,,usajobs,https://www.usajobs.gov:443/job/847026300,2025-09-30T00:00:00.0000,active,2026-01-08 21:06:08
COMPUTER ENGINEER,Air Force Civilian Career Training,Location Negotiable After Selection,,,56763.0,88225.0,,usajobs,https://www.usajobs.gov:443/job/847080100,2025-10-01T00:00:00.0000,active,2026-01-08 21:06:08
IT SPECIALIST,Air Force Civilian Career Training,Location Negotiable After Selection,,,56763.0,88225.0,,usajobs,https://www.usajobs.gov:443/job/847096900,2025-10-01T00:00:00.0000,active,2026-01-08 21:06:08
Electronic Engineer,Air Force Civilian Career Training,Location Negotiable After Selection,,,55486.0,83525.0,,usajobs,https://www.usajobs.gov:443/job/847097100,2025-10-01T00:00:00.0000,active,2026-01-08 21:06:08
Special Agent,U.S. Secret Service,Multiple Locations,,,48371.0,117034.0,,usajobs,https://www.usajobs.gov:443/job/847106700,2025-10-01T00:00:00.0000,active,2026-01-08 21:06:08
Supervisory Immigration Judge (Assistant Chief Immigration Judge),Executive Office for Immigration Review,"Eloy, AZ ",,,159951.0,207500.0,,usajobs,https://www.usajobs.gov:443/job/847169800,2025-10-01T00:00:00.0000,active,2026-01-08 21:06:08
Physician - Medical Director Primary Care,Veterans Health Administration,"Jamaica Plain, Massachusetts",,,221000.0,278000.0,,usajobs,https://www.usajobs.gov:443/job/847228900,2025-09-30T00:00:00.0000,active,2026-01-08 21:06:08
Physician - General Internal Medicine,Veterans Health Administration,"Jamaica Plain, Massachusetts",,,205000.0,260000.0,,usajobs,https://www.usajobs.gov:443/job/847230200,2025-09-30T00:00:00.0000,active,2026-01-08 21:06:08
"Physician - Director, Oncology and Chronic Disease Research",Veterans Health Administration,"Jamaica Plain, Massachusetts",,,275000.0,350000.0,,usajobs,https://www.usajobs.gov:443/job/847275300,2025-09-30T00:00:00.0000,active,2026-01-08 21:06:08
Physician - Chief General Internal Medicine,Veterans Health Administration,"West Roxbury, Massachusetts",,,250000.0,300000.0,,usajobs,https://www.usajobs.gov:443/job/847275600,2025-09-30T00:00:00.0000,active,2026-01-08 21:06:08
Physician - Hematology/Oncology,Veterans Health Administration,"Jamaica Plain, Massachusetts",,,225000.0,348000.0,,usajobs,https://www.usajobs.gov:443/job/847276600,2025-09-30T00:00:00.0000,active,2026-01-08 21:06:08
Physician - Sleep Medicine,Veterans Health Administration,"Jamaica Plain, Massachusetts",,,225000.0,300000.0,,usajobs,https://www.usajobs.gov:443/job/847277200,2025-10-02T00:00:00.0000,active,2026-01-08 21:06:08
Physician - Non-Invasive Cardiologist,Veterans Health Administration,"West Roxbury, Massachusetts",,,290000.0,350000.0,,usajobs,https://www.usajobs.gov:443/job/847277500,2025-09-30T00:00:00.0000,active,2026-01-08 21:06:08
Physician - Endocrinologist,Veterans Health Administration,"West Roxbury, Massachusetts",,,210000.0,270000.0,,usajobs,https://www.usajobs.gov:443/job/847277900,2025-09-30T00:00:00.0000,active,2026-01-08 21:06:08
Physician - Heart Failure Jr. Attending,Veterans Health Administration,"West Roxbury, Massachusetts",,,265000.0,350000.0,,usajobs,https://www.usajobs.gov:443/job/847278000,2025-09-30T00:00:00.0000,active,2026-01-08 21:06:08
Physician - Advanced Cardiac Imaging Cardiologist,Veterans Health Administration,"West Roxbury, Massachusetts",,,280000.0,330000.0,,usajobs,https://www.usajobs.gov:443/job/847278600,2025-09-30T00:00:00.0000,active,2026-01-08 21:06:08
Public Notice for Air Traffic Control Specialist (Direct Hire),Federal Aviation Administration,FAA - Air Traffic Locations,,,43727.0,165088.0,,usajobs,https://www.usajobs.gov:443/job/847375100,2025-10-03T00:00:00.0000,active,2026-01-08 21:06:08
"PUBLIC NOTICE - Airway Transportation Systems Specialist (G- ENV, RAD, NAV, AUT, COM & F ENTRY)",Federal Aviation Administration,May be filled in various FAA duty locations,,,68863.0,82154.0,,usajobs,https://www.usajobs.gov:443/job/847375300,2025-10-03T00:00:00.0000,active,2026-01-08 21:06:08
Air Traffic Control Specialist (Direct Hire Enhanced CTI Program/E-CTI),Federal Aviation Administration,FAA - Air Traffic Locations,,,46560.0,175785.0,,usajobs,https://www.usajobs.gov:443/job/847388600,2025-10-03T00:00:00.0000,active,2026-01-08 21:06:08
Physician - Pathologist,Veterans Health Administration,"West Roxbury, Massachusetts",,,240000.0,260000.0,,usajobs,https://www.usajobs.gov:443/job/847552500,2025-09-30T00:00:00.0000,active,2026-01-08 21:06:08
Physician - Primary Care,Veterans Health Administration,Multiple Locations,,,225000.0,265000.0,,usajobs,https://www.usajobs.gov:443/job/847613200,2025-10-07T00:00:00.0000,active,2026-01-08 21:06:08
Medical Support Assistant (Advanced),Veterans Health Administration,Multiple Locations,,,55959.0,72744.0,"Monday - Friday, day shift hours, To Be Determined; West Roxbury location: various shifts & 3:30 p.m. - 12:00 a.m.",usajobs,https://www.usajobs.gov:443/job/847668800,2025-10-07T00:00:00.0000,active,2026-01-08 21:06:08
Special Agent - Current Federal 1811s Only,Federal Bureau of Investigation,Location Negotiable After Selection,,,99461.0,164785.0,,usajobs,https://www.usajobs.gov:443/job/847955600,2025-12-31T11:14:45.7530,active,2026-01-08 21:06:08
Special Agent - Law Enforcement/ Military Background,Federal Bureau of Investigation,Location Negotiable After Selection,,,99461.0,128329.0,,usajobs,https://www.usajobs.gov:443/job/847970200,2025-12-31T11:46:33.1830,active,2026-01-08 21:06:08
Special Agent - Law/Legal Background,Federal Bureau of Investigation,Location Negotiable After Selection,,,99461.0,128329.0,,usajobs,https://www.usajobs.gov:443/job/847974700,2025-12-31T11:56:48.8730,active,2026-01-08 21:06:08
Special Agent - Linguists/Foreign Language Background,Federal Bureau of Investigation,Location Negotiable After Selection,,,99461.0,128329.0,,usajobs,https://www.usajobs.gov:443/job/847978500,2025-12-31T12:05:35.6070,active,2026-01-08 21:06:08
Special Agent - STEM Background,Federal Bureau of Investigation,Location Negotiable After Selection,,,99461.0,128329.0,,usajobs,https://www.usajobs.gov:443/job/847980000,2025-12-31T12:24:37.3800,active,2026-01-08 21:06:08
Special Agent -  Accounting/Finance Background,Federal Bureau of Investigation,Location Negotiable After Selection,,,99461.0,128329.0,,usajobs,https://www.usajobs.gov:443/job/847981900,2025-12-31T12:29:45.8570,active,2026-01-08 21:06:08
Special Agent - Education/Teaching Background,Federal Bureau of Investigation,Location Negotiable After Selection,,,99461.0,128329.0,,usajobs,https://www.usajobs.gov:443/job/847984400,2025-12-31T12:35:14.2000,active,2026-01-08 21:06:08
Special Agent - Psychology/Counseling Background,Federal Bureau of Investigation,Location Negotiable After Selection,,,99461.0,128329.0,,usajobs,https://www.usajobs.gov:443/job/847985600,2025-12-31T12:38:36.0730,active,2026-01-08 21:06:08
Special Agent - Healthcare Services/Medical Background,Federal Bureau of Investigation,Location Negotiable After Selection,,,99461.0,128329.0,,usajobs,https://www.usajobs.gov:443/job/847987400,2025-12-31T12:43:04.0600,active,2026-01-08 21:06:08
Special Agent - Cybersecurity/Technology Background,Federal Bureau of Investigation,Location Negotiable After Selection,,,99461.0,128329.0,,usajobs,https://www.usajobs.gov:443/job/847989800,2025-12-31T12:46:57.4130,active,2026-01-08 21:06:08
Interventional Radiologist,Veterans Health Administration,"West Roxbury, Massachusetts",,,375000.0,400000.0,,usajobs,https://www.usajobs.gov:443/job/848349800,2025-10-17T11:59:41.8270,active,2026-01-08 21:06:08
Physician - Primary Care Staff,Veterans Health Administration,"Jamaica Plain, Massachusetts",,,230000.0,280000.0,,usajobs,https://www.usajobs.gov:443/job/848488900,2025-10-20T00:00:00.0000,active,2026-01-08 21:06:08
Criminal Investigator (Special Agent) (Open Continuous Announcement),"Bureau of Alcohol, Tobacco, Firearms, and Explosives",Location Negotiable After Selection,,,73939.0,171268.0,,usajobs,https://www.usajobs.gov:443/job/850788500,2025-11-21T00:00:00.0000,active,2026-01-08 21:06:08
Physician - Chief (Radiology),Veterans Health Administration,"West Roxbury, Massachusetts",,,225000.0,380000.0,,usajobs,https://www.usajobs.gov:443/job/851371100,2025-12-02T00:00:00.0000,active,2026-01-08 21:06:08
Physician - Spinal Cord Injury and Disorder,Veterans Health Administration,"West Roxbury, Massachusetts",,,245000.0,285000.0,,usajobs,https://www.usajobs.gov:443/job/851690900,2025-12-02T00:00:00.0000,active,2026-01-08 21:06:08
Air Interdiction Agent,Customs and Border Protection,Location Negotiable After Selection,,,85270.0,110846.0,,usajobs,https://www.usajobs.gov:443/job/851775500,2025-12-08T00:00:00.0000,active,2026-01-08 21:06:08
Marine Interdiction Agent,Customs and Border Protection,Location Negotiable After Selection,,,73939.0,96116.0,,usajobs,https://www.usajobs.gov:443/job/851777200,2025-12-08T00:00:00.0000,active,2026-01-08 21:06:08
Seasonal Maintenance Worker,National Park Service,Multiple Locations,,,26.53,35.06,"Full-time, Part-time (16-32 hours per week)",usajobs,https://www.usajobs.gov:443/job/851804900,2025-12-09T11:09:16.5170,active,2026-01-08 21:06:08
"Health Operation Support Team, Health Service Administrator (O-6 Billet) Supervisory",Immigration and Customs Enforcement,Location Negotiable After Selection,,,1.0,150000.0,,usajobs,https://www.usajobs.gov:443/job/851938200,2025-12-10T00:00:00.0000,active,2026-01-08 21:06:08
Assistant Director for Policy,Executive Office for Immigration Review,Multiple Locations,,,150160.0,225700.0,,usajobs,https://www.usajobs.gov:443/job/852169400,2025-12-11T09:26:03.4030,active,2026-01-08 21:06:08
Public Notice for General Engineer (Direct Hire),Federal Aviation Administration,May be filled in various FAA duty locations,,,34454.0,162672.0,,usajobs,https://www.usajobs.gov:443/job/852270000,2025-12-12T00:00:00.0000,active,2026-01-08 21:06:08
Public Notice for General Engineer (Direct Hire),Federal Aviation Administration,May be filled in various FAA duty locations,,,52998.0,172257.0,,usajobs,https://www.usajobs.gov:443/job/852270300,2025-12-12T00:00:00.0000,active,2026-01-08 21:06:08
Public Notice for Aerospace Engineer (Direct Hire),Federal Aviation Administration,May be filled in various FAA duty locations,,,34454.0,162672.0,,usajobs,https://www.usajobs.gov:443/job/852272900,2025-12-12T00:00:00.0000,active,2026-01-08 21:06:08
Public Notice for Aerospace Engineer (Direct Hire),Federal Aviation Administration,May be filled in various FAA duty locations,,,52998.0,172257.0,,usajobs,https://www.usajobs.gov:443/job/852274600,2025-12-12T00:00:00.0000,active,2026-01-08 21:06:08
Seasonal Maintenance Worker,National Park Service,Multiple Locations,,,23.45,30.02,"Full-time, Part-time (16-32 hours per week)",usajobs,https://www.usajobs.gov:443/job/852290100,2025-12-15T00:00:00.0000,active,2026-01-08 21:06:08
Housekeeping Aid/Environmental Services EVS Technician,Veterans Health Administration,Multiple Locations,,,19.24,22.44,,usajobs,https://www.usajobs.gov:443/job/852301700,2025-12-12T15:25:00.0230,active,2026-01-08 21:06:08
"CISA - Scholarship for Service (SFS) Internship - Accepting Resumes, Transcripts, & SFS Agreements",Cybersecurity and Infrastructure Security Agency,Multiple Locations,,,27708.0,68549.0,,usajobs,https://www.usajobs.gov:443/job/852385900,2025-12-15T00:00:00.0000,active,2026-01-08 21:06:08
"CISA - Scholarship for Service (SFS) Post Grad - Accepting Resumes, Transcripts, and SFS Agreements",Cybersecurity and Infrastructure Security Agency,Multiple Locations,,,34799.0,82938.0,,usajobs,https://www.usajobs.gov:443/job/852390600,2025-12-15T00:00:00.0000,active,2026-01-08 21:06:08
"Personnel Management Officer, IHSC Personnel Unit (O-5 Billet) Non-Supervisory",Immigration and Customs Enforcement,Location Negotiable After Selection,,,1.0,150000.0,,usajobs,https://www.usajobs.gov:443/job/852423100,2025-11-04T00:00:00.0000,active,2026-01-08 21:06:08
Aviation Safety Inspector  (GA Operations Instructor),Federal Aviation Administration,FAA Nationwide-Selectee Remains in Current Duty Location,,,106382.0,138296.0,,usajobs,https://www.usajobs.gov:443/job/852480200,2025-12-16T00:00:00.0000,active,2026-01-08 21:06:08
Aviation Safety Inspector  (Airworthiness Instructor),Federal Aviation Administration,FAA Nationwide-Selectee Remains in Current Duty Location,,,106382.0,138296.0,,usajobs,https://www.usajobs.gov:443/job/852481700,2025-12-16T00:00:00.0000,active,2026-01-08 21:06:08
Cook,Veterans Health Administration,"West Roxbury, Massachusetts",,,27.89,32.54,,usajobs,https://www.usajobs.gov:443/job/852585900,2025-12-16T13:03:38.0170,active,2026-01-08 21:06:08
Safety & Occupational Health Specialist,Bureau of Land Management,Location Negotiable After Selection,,,61111.0,96116.0,,usajobs,https://www.usajobs.gov:443/job/852642500,2025-12-19T00:00:00.0000,active,2026-01-08 21:06:08
COMPUTER SCIENTIST,Air Force Civilian Career Training,Location Negotiable After Selection,,,56763.0,88225.0,,usajobs,https://www.usajobs.gov:443/job/852682400,2025-10-01T00:00:00.0000,active,2026-01-08 21:06:08
Program Manager (Safety) - SME (Open to both U.S. Citizens and Federal Employees),Federal Transit Administration,Multiple Locations,,,107103.0,195200.0,Full Time,usajobs,https://www.usajobs.gov:443/job/852874300,2025-12-19T00:00:00.0000,active,2026-01-08 21:06:08
General Engineer (Safety) (Open to both U.S. Citizens and Federal Employees),Federal Transit Administration,Multiple Locations,,,107103.0,195200.0,Full Time,usajobs,https://www.usajobs.gov:443/job/852879700,2025-12-19T00:00:00.0000,active,2026-01-08 21:06:08
Trial Attorney (Civil Rights) - Open Continuous,Equal Employment Opportunity Commission,Multiple Locations,,,90025.0,138296.0,,usajobs,https://www.usajobs.gov:443/job/852892800,2025-12-18T00:00:00.0000,active,2026-01-08 21:06:08
Training Program Specialist (Intern),Office of the Secretary of the Interior,Multiple Locations,,,27.66,35.97,,usajobs,https://www.usajobs.gov:443/job/852954000,2025-12-22T00:00:00.0000,active,2026-01-08 21:06:08
Public Affairs Specialist (Intern),Office of the Secretary of the Interior,Multiple Locations,,,27.66,35.97,,usajobs,https://www.usajobs.gov:443/job/852954800,2025-12-22T00:00:00.0000,active,2026-01-08 21:06:08
Agricultural Program Specialist,Farm Service Agency,Location Negotiable After Selection,,,105383.0,137000.0,,usajobs,https://www.usajobs.gov:443/job/853015000,2025-12-23T00:00:00.0000,active,2026-01-08 21:06:08
Information Management Specialist,Farm Service Agency,Location Negotiable After Selection,,,143913.0,187093.0,,usajobs,https://www.usajobs.gov:443/job/853048000,2025-12-22T12:12:51.5100,active,2026-01-08 21:06:08
SUPERVISORY LOAN SPECIALIST (AGRL),Farm Service Agency,Location Negotiable After Selection,,,143913.0,187093.0,,usajobs,https://www.usajobs.gov:443/job/853063800,2025-12-22T13:31:28.3970,active,2026-01-08 21:06:08
